session,plane,depth (um),pt_supervoxel_id,nwb_x,nwb_y,nwb_z,visual_area,layer,classification_system,cell_type
ses-4-scan-7,8,500,113663045917715040,355744.0,191376.0,19622.0,AL,L6,,
ses-4-scan-7,8,500,117602252885638576,384363.0,180641.0,22976.0,AL,L6,,
ses-4-scan-7,8,500,111974127337827488,343376.0,191040.0,19511.0,AL,L6,,
ses-4-scan-7,8,500,100926783989829568,263088.0,194816.0,17877.0,V1,L6,,
ses-4-scan-7,8,500,89317316327727936,178512.0,205280.0,23081.0,V1,L6,excitatory_neuron,5P-ET
ses-4-scan-7,8,500,100575215884946864,260608.0,197296.0,23431.0,V1,L6,,
ses-4-scan-7,8,500,104093584038563584,285936.0,196624.0,20659.0,RL,L6,,
ses-4-scan-7,8,500,95861197085354048,225860.0,202424.0,22222.0,V1,L6,,
ses-4-scan-7,8,500,110988621590434752,335956.0,188148.0,21593.0,RL,L6,,
ses-4-scan-7,8,500,89739459670692272,181712.0,204896.0,20048.0,V1,L6,,
ses-4-scan-7,8,500,92413472755175392,200837.0,204566.0,26589.0,V1,L6,,
ses-4-scan-7,8,500,90865359577787744,189584.0,204784.0,20258.0,V1,L6,,
ses-4-scan-7,8,500,110003527421809632,328768.0,188752.0,18106.0,RL,L6,,
ses-4-scan-7,8,500,115913814805046960,371868.0,183808.0,18644.0,AL,L6,,
ses-4-scan-7,8,500,84603091504582256,144320.0,208784.0,23462.0,V1,L6,,
ses-4-scan-7,8,500,91920685320073392,197568.0,203456.0,25761.0,V1,L6,,
ses-4-scan-7,8,500,112677471518026208,348256.0,188608.0,22261.0,RL,L6,excitatory_neuron,5P-IT
ses-4-scan-7,8,500,87135609776500528,162344.0,203401.0,18610.0,V1,L6,,
ses-4-scan-7,8,500,93398565849960896,208320.0,204240.0,21726.0,V1,L6,,
ses-4-scan-7,8,500,91921028112190784,197168.0,205776.0,19648.0,V1,L6,,
ses-4-scan-7,8,500,101420259021540256,266656.0,201904.0,21064.0,V1,L6,,
ses-4-scan-7,8,500,84110647331441040,140832.0,209632.0,20199.0,V1,L6,,
ses-4-scan-7,8,500,89598722719223936,180448.0,204496.0,24158.0,V1,L6,,
ses-4-scan-7,8,500,94876309947510880,219110.0,204183.0,25363.0,V1,L6,,
ses-4-scan-7,8,500,100575628000342864,260253.0,200266.0,21797.0,V1,L6,,
ses-4-scan-7,8,500,109792971414921664,327229.0,192831.0,21771.0,RL,L6,,
ses-4-scan-7,8,500,92763734518800432,203387.0,193197.0,15774.0,V1,L6,,
ses-4-scan-7,8,500,99942171930729360,255568.0,199360.0,22160.0,V1,L6,,
ses-4-scan-7,8,500,86080422681156784,155056.0,205952.0,22333.0,V1,L6,,
ses-4-scan-7,8,500,99870634284473616,255104.0,190384.0,17117.0,V1,L6,,
ses-4-scan-7,8,500,106274602455552832,301712.0,193360.0,18029.0,RL,L6,,
ses-4-scan-7,8,500,96283478672639568,229108.0,202584.0,25369.0,V1,L6,,
ses-4-scan-7,8,500,87557272150260048,165712.0,198912.0,16095.0,V1,L6,,
ses-4-scan-7,8,500,91708547087497744,195648.0,195312.0,16612.0,V1,L6,,
ses-4-scan-7,8,500,108034165060125264,314576.0,195840.0,21171.0,RL,L6,excitatory_neuron,5P-ET
ses-4-scan-7,8,500,106767596652802384,305312.0,196512.0,23179.0,RL,L6,,
ses-4-scan-7,8,500,86924709970711888,160976.0,204608.0,20561.0,V1,L6,excitatory_neuron,5P-ET
ses-4-scan-7,8,500,94242234329112976,214464.0,198688.0,17754.0,V1,L6,,
ses-4-scan-7,8,500,90302341576123120,185776.0,204208.0,25490.0,V1,L6,,
ses-4-scan-7,8,500,99378878380317280,251872.0,196528.0,22527.0,V1,L6,,
ses-4-scan-7,8,500,93538959740753168,209114.0,201466.0,21610.0,V1,L6,,
ses-4-scan-7,8,500,94382353140999472,215361.0,194139.0,16338.0,V1,L6,,
ses-4-scan-7,8,500,86150447224093088,155472.0,203248.0,17855.0,V1,L6,,
ses-4-scan-7,8,500,89808522208149920,182058.0,195229.0,16116.0,V1,L6,,
ses-4-scan-7,8,500,111341083384400208,338544.0,192992.0,18926.0,AL,L6,excitatory_neuron,5P-ET
ses-4-scan-7,8,500,106134415327316112,301063.0,197400.0,22912.0,RL,L6,,
ses-4-scan-7,8,500,107541446009625280,310976.0,195024.0,18378.0,RL,L6,,
ses-4-scan-7,8,500,92413197876877744,201168.0,202752.0,26211.0,V1,L6,,
ses-4-scan-7,8,500,96142465433879824,228162.0,200570.0,18627.0,V1,L6,,
ses-4-scan-7,8,500,95439053205868064,222768.0,202656.0,21472.0,V1,L6,,
ses-4-scan-7,8,500,90160709593591424,184510.0,197818.0,16686.0,V1,L6,,
ses-4-scan-7,8,500,105641697215815856,297136.0,196624.0,26857.0,RL,L6,,
ses-4-scan-7,8,500,83898854105245152,139021.0,204728.0,21557.0,V1,L6,,
ses-4-scan-7,8,500,91990709393165440,197730.0,200777.0,17595.0,V1,L6,,
ses-4-scan-7,8,500,101912772249623040,270064.0,201216.0,26786.0,V1,L6,,
ses-4-scan-7,8,500,85024616774436224,147216.0,203888.0,23064.0,V1,L6,,
ses-4-scan-7,8,500,105149252841577136,293686.0,197793.0,22285.0,RL,L6,,
ses-4-scan-7,8,500,96001865585942832,227184.0,201840.0,20299.0,V1,L6,,
ses-4-scan-7,8,500,90300897191826384,185744.0,193456.0,15570.0,V1,L6,,
ses-4-scan-7,8,500,110565583686815456,333299.0,182450.0,15852.0,RL,L6,,
ses-4-scan-7,8,500,102756647423950800,276512.0,197184.0,26804.0,RL,L6,,
ses-4-scan-7,8,500,110496246472799072,332704.0,189840.0,21331.0,RL,L6,,
ses-4-scan-7,8,500,99377915435235104,251471.0,189536.0,15861.0,V1,L6,,
ses-4-scan-7,8,500,110074240770261200,329264.0,191680.0,26048.0,RL,L6,,
ses-4-scan-7,8,500,85798534716379216,153040.0,202816.0,17117.0,V1,L6,,
ses-4-scan-7,8,500,83475953774466112,135836.0,199827.0,16546.0,V1,L6,,
ses-4-scan-7,8,500,93539234417662128,208992.0,203776.0,20292.0,V1,L6,,
ses-4-scan-7,8,500,97831109269846960,240608.0,198960.0,19605.0,V1,L6,,
